INWINDOW,INFOCUS,ID,Total Emp-Purpose-HBO,Retail-Purpose-HBO,Service-Purpose-HBO,Basic-Purpose-HBO,TotEnroll-Purpose-HBO
0,0,458,91867.53095209385,16522.402073722893,53830.091263761504,21515.03761460946,46126.84548234838
0,0,459,86285.17555853074,15573.708642379706,50554.7838048766,20156.68311127443,43330.6908457944
0,0,460,87269.19500257508,15685.202946250438,50984.11419174135,20599.877864583297,43628.28938920693
0,0,461,88204.30726261578,15905.05044798313,51522.89903539616,20776.357779236485,44584.58162466775
0,0,462,96918.68701254991,17463.725315857813,56775.63153818426,22679.33015850784,48359.40762460049
0,0,463,90924.03522260713,16448.361967243924,53320.66421413866,21155.009041224544,45778.909316731464
0,0,464,110164.4737989899,20026.669971436022,64522.72730976536,25615.07651778853,55638.785224581785
0,0,465,111597.38404627562,20090.761569505,65530.602939244614,25976.01953752601,56015.88954394432
0,0,466,110790.94755520832,20170.08272806947,64851.56080000798,25769.304027130864,56067.27727393374
0,0,467,97939.97374147168,17546.145605604288,57058.76277705204,23335.06535881536,49603.539438296575
0,0,468,92877.06946625476,16872.255663599655,53876.594053791916,22128.219748863183,48328.90804473945
0,0,469,84729.1341574428,15426.469991820248,49115.77220316546,20186.891962457095,44055.07177570818
0,0,470,92424.16567304653,16785.15321177939,53769.19493225459,21869.817529012555,47688.526911244844
0,0,471,91611.18351683253,16727.28928637287,53492.355533150934,21391.538697308722,46944.57253397882
0,0,472,94745.0808224681,17325.133333644837,55329.321285727114,22090.626203096133,49156.807839703775
0,0,473,109065.78688551822,19858.11392304701,63785.7105593476,25421.96240312358,55898.297130250365
0,0,474,86366.50413279748,15734.678778644407,50262.34737964448,20369.47797450858,44693.74401649183
0,0,475,98822.54717103124,18152.685985985507,57436.633134245625,23233.228050800102,51378.52164074273
0,0,476,93938.4332080615,17330.198924090528,54635.43506135552,21972.79922261544,49320.181424738556
0,0,477,98158.88608831717,18000.119212227983,57157.68983024059,23001.07704584859,51849.76125583558
0,0,478,69242.05548966928,12673.807971932463,40037.1976328879,16531.049884848904,36862.53603225441
0,0,479,72849.83721578987,13501.296422089166,41939.08882956893,17409.451964131767,38972.216932605035
0,0,480,80498.37799838539,14964.508015834086,46234.93626420339,19298.9337183479,43207.012574924374
0,0,481,84624.88714618339,15518.109671427985,48646.75121135469,20460.026263400698,44606.15589820849
0,0,482,81429.49997178058,15142.889932112406,46657.42629827168,19629.18374139648,43639.4385794479
0,0,483,69447.43648714123,13009.785229338357,39697.7162800543,16739.934977748577,37533.22423491177
0,0,484,75045.00243720842,14102.971857458277,42853.7589261348,18088.27165361534,40326.876975033316
0,0,485,79862.84743193183,15025.801890718278,45635.35068461175,19201.6948566018,43177.15667350209
0,0,486,88023.9836834179,16490.689874120508,50098.18827518819,21435.105534109192,47439.14661319193
0,0,487,85471.72618731328,15910.62285225708,48844.089319718805,20717.014015337387,46761.788413042705
0,0,488,87785.37383290661,16213.920255138371,50479.0616860953,21092.391891672945,47364.99957716871
0,0,489,89243.96064483811,16529.325020009044,51238.52780074741,21476.107824081635,48573.74418592791
0,0,490,88565.70370633806,16283.535305044912,51190.75171990493,21091.416681388222,47620.36721961842
0,0,491,91598.0572404751,16981.165576084284,52858.78695559651,21758.1047087943,49668.56213341546
0,0,492,86093.90168903253,16132.73698015816,49118.02184784854,20843.14286102584,47213.35667907978
0,0,493,88993.47296394744,16763.318714837053,50933.17852596577,21296.97572314461,48493.94271158908
0,0,494,64870.77478703716,12466.272198314202,36285.07089658802,16119.431692134956,35109.90135253379
0,0,495,76157.85403398942,14444.060063686054,43175.79298228479,18538.000988018583,41305.37978458822
0,0,496,82731.53518524716,15626.899773551386,46895.42754530635,20209.207866389417,44811.23773623766
0,0,497,85292.16756181404,16017.085007387266,48403.33146268444,20871.751091742335,46712.42319942356
0,0,498,88475.54265224804,16918.643394792136,50079.93795729562,21476.96130016029,47994.3579223561
0,0,499,98106.33391781527,18667.58525176091,55948.838813475166,23489.909852579192,52831.169649383875
0,0,500,90767.67261444588,17393.80125555173,51252.90671465463,22120.964644239528,48885.54356448922
0,0,501,81231.38609893466,15796.74567740138,45605.91137306757,19828.729048465717,43288.07219231717
0,0,502,115042.39953856522,20046.88194747289,69283.13189471464,25712.385696377696,57407.848022483864
0,0,503,111604.97619974679,19965.269985953728,65949.4918513295,25690.21436246357,56901.53855925237
0,0,504,111021.91935407,20225.07147876037,64786.88567960319,26009.96219570645,57256.541568937544
0,0,505,103718.7335469006,18889.764970992914,60563.859525697226,24265.109050210467,53600.89025318461
0,0,506,91079.2951416451,16721.92819215597,52969.905746983066,21387.461202506056,47595.70143377703
0,0,507,91687.50744337899,16700.28407899948,53455.89284824872,21531.330516130787,47707.84893652248
0,0,508,96711.9815207017,17331.562797526105,56795.31588438209,22585.102838793493,49796.83127509474
0,0,509,99814.79606004275,18068.349494031605,58546.040245476055,23200.406320535098,51422.86034512509
0,0,510,91922.97974337362,16541.424210775098,53761.68553004327,21619.870002555257,47336.29245045373
0,0,511,95961.96883308173,17415.012166821074,55921.41597718967,22625.540689071,49922.326764939506
0,0,512,92852.28904058608,16987.901996133678,53985.447827890064,21878.93921656233,49128.09110845976
0,0,513,91293.23306840014,16741.816718942115,53052.14341167482,21499.2729377832,48182.28098135437
0,0,514,89561.36361842351,16525.491434874162,51840.7661046356,21195.106078913745,47844.30320110957
0,0,515,87592.76948038898,15993.289565354191,50844.503494651464,20754.97642038332,46147.93933068495
0,0,516,96980.448083778,17885.475102708006,56215.450225839195,22879.522755230806,51788.15482481572
0,0,517,97127.57751690754,17957.416857167562,56115.868714494434,23054.291945245546,51651.70156612513
0,0,518,92669.13904047044,17140.656950121513,53472.89876455303,22055.58332579589,49620.491442016246
0,0,519,95907.63020514535,17961.857652414925,55007.43698273455,22938.33556999587,51660.48679248727
0,0,520,99615.26141263517,18964.338727870912,56613.43480381811,24037.487880946148,53427.66722280986
0,0,521,104057.3145383111,19371.079847016397,59785.7320493507,24900.502641943996,55685.9023208629
0,0,522,97499.65885258153,17864.7267082076,56466.96925283009,23167.96289154385,51998.09390286907
0,0,523,94568.6102695039,17262.729623998464,54837.6093403681,22468.27130513735,50166.26791626445
0,0,524,98971.80429630405,17838.878141907066,57944.5118011165,23188.414353280466,51906.19096480324
0,0,525,101170.88654898129,18129.787646100845,59324.41833323875,23716.680569641696,52301.27230089869
0,0,526,101402.25178030026,18081.091548482167,59774.9841175609,23546.17611425719,51948.827896142466
0,0,527,116510.36574375759,20661.389239040647,68863.12468571775,26985.8518189992,59455.51358433496
0,0,528,117815.5351323332,20674.041073081462,70165.69613493125,26975.7979243205,59326.76292263585
0,0,529,92452.88619331575,17699.554773195756,52473.570347483255,22279.76107263674,49598.52514444495
0,0,530,94557.70339259651,18375.392355493124,53429.34210286642,22752.968934236986,50370.06490059229
0,0,531,88264.709513299,16963.091194563243,49965.375555163955,21336.242763571805,47100.463576073984
0,0,532,84113.26576755982,15954.460390888813,47845.63777030358,20313.167606367428,45102.6567104539
0,0,533,96624.72581751167,18149.309276651613,55194.45412694045,23280.96241391962,51322.46056047308
0,0,534,99271.4134671088,18443.642364473195,57162.18219111585,23665.588911519757,52906.64448180633
0,0,535,93284.92238042889,17170.04561416355,53941.03319162896,22173.84357463638,49387.22352116146
0,0,536,99972.13096725964,18298.75233830746,57956.151352012486,23717.227276939684,52369.64410895914
0,0,537,106108.9195046517,19064.618917883305,62260.98555743425,24783.315029334168,55447.33520404991
0,0,538,99536.63643730564,17922.649811157375,58277.31966558289,23336.6669605654,51786.87822690768
0,0,539,102532.0408817743,18294.765295594596,60485.997954311926,23751.27763186778,52596.08198092453
0,0,540,96072.51236359356,17136.125770072846,56633.18646665273,22303.20012686798,49238.27241045893
0,0,541,94825.46111469659,16882.35084342321,55931.39541478893,22011.71485648445,48494.536483794334
0,0,542,103290.66466880843,18464.203490779924,60741.42280095798,24085.038377070523,52511.40236696765
0,0,543,125247.15191277223,21615.050447694488,75686.59532127586,27945.506143801857,62363.320810358266
0,0,544,112119.77021849506,19544.0747878333,67045.29706673881,25530.398363922955,56332.132581403275
0,0,545,114597.2452724344,19824.42199134266,68844.42399153694,25928.39928955482,57097.55019807187
0,0,546,99455.14317315923,17605.08650028274,58871.82687823615,22978.229794640334,50524.898085735804
0,0,547,113458.71741596951,19913.718189494906,67514.98701450157,26030.012211973037,57286.28904583678
0,0,548,118333.75395147792,20557.994155252676,71010.42692643183,26765.332869793416,59143.175331017155
0,0,549,117849.47532458718,20793.452428036497,69814.01485790891,27242.008038641783,59189.58700802724
0,0,550,129851.77615868993,21394.117826086913,82844.24705562659,25613.411276976414,67335.14251137082
0,0,551,148558.40240441807,24773.59952896432,92851.13078887407,30933.672086579685,75116.48499298829
0,0,552,146140.11894942375,24384.073899799117,91648.6409302804,30107.404119344246,74395.20207646934
0,0,553,146905.4745263751,24289.08969849854,92929.3508981147,29687.03392976187,76165.23709473082
0,0,554,146892.63909586516,24400.061523269487,91813.15939921545,30679.418173380225,73763.43843588409
0,0,555,148333.90171010204,24445.252195481746,94165.42299248162,29723.226522138662,78818.0288543321
0,0,556,140328.14731302278,23250.42826875844,88153.66582470495,28924.0532195594,72627.06486338149
0,0,557,130253.80838130653,21580.305433243,82069.85973918204,26603.6432088815,68639.55336393832
0,0,558,134983.9700598212,22383.52156325772,84617.30024962593,27983.14824693757,69822.2632073134
0,0,559,123450.37966813987,21334.96789569319,75183.45133356299,26931.960438883692,61663.81961086184
0,0,560,118595.51879703935,20754.968968508285,71388.92449607041,26451.625332460662,59581.65885013016
0,0,561,121652.5650569035,21030.00618826137,74200.29100358576,26422.26786505638,60949.75695975586
0,0,562,126758.96150326237,21860.258343805504,77325.69683342542,27573.006326031456,63216.92286838892
0,0,563,133293.54723506616,22942.408510058696,81476.82286417097,28874.315860836476,66199.81907908163
0,0,564,136538.67644930235,23400.43913847147,83432.3753502132,29705.861960617654,67686.69972637243
0,0,565,135905.50814988103,23293.10943738985,83490.73201575522,29121.666696735978,68196.90244171587
0,0,566,129242.72775338672,21908.32397420959,78835.09715444423,28499.30662473289,63624.42732603755
0,0,567,127992.2792441403,21997.479296489924,77617.32056462957,28377.4793830208,63566.736602416575
0,0,568,129269.28891038755,21867.06487928092,78713.3579983901,28688.86603271655,63759.14427183858
0,0,569,128720.7773526653,21734.374373991264,78382.09443615892,28604.308542515097,63615.891695268656
0,0,570,130912.43374070823,22247.639678108975,78927.89183574507,29736.902226854178,64357.535276903596
